"Date","Price","Open","High","Low","Change %"
"03/29/2021","0.892","0.859","0.899","0.835","3.35%"
"03/26/2021","0.864","0.828","0.867","0.817","3.46%"
"03/25/2021","0.835","0.833","0.848","0.808","2.53%"
"03/24/2021","0.814","0.814","0.835","0.793","-0.18%"
"03/23/2021","0.816","0.858","0.868","0.811","-5.47%"
"03/22/2021","0.863","0.869","0.871","0.830","-2.74%"
"03/19/2021","0.887","0.860","0.900","0.833","3.10%"
"03/18/2021","0.860","0.808","0.900","0.785","7.35%"
"03/17/2021","0.802","0.831","0.863","0.766","-3.32%"
"03/16/2021","0.829","0.826","0.837","0.808","0.00%"
"03/15/2021","0.829","0.847","0.855","0.822","-1.53%"
"03/12/2021","0.842","0.786","0.858","0.778","7.09%"
"03/11/2021","0.786","0.791","0.802","0.738","-0.39%"
"03/10/2021","0.789","0.799","0.833","0.781","-2.38%"
"03/09/2021","0.808","0.849","0.854","0.807","-6.01%"
"03/08/2021","0.860","0.821","0.863","0.808","7.07%"
"03/05/2021","0.803","0.788","0.847","0.766","2.75%"
"03/04/2021","0.782","0.737","0.793","0.708","6.85%"
"03/03/2021","0.732","0.666","0.748","0.664","10.41%"
"03/02/2021","0.663","0.696","0.714","0.659","-5.03%"
"03/01/2021","0.698","0.702","0.736","0.686","-4.39%"
"02/26/2021","0.730","0.815","0.837","0.704","-10.99%"
"02/25/2021","0.820","0.614","0.865","0.611","36.16%"
"02/24/2021","0.602","0.565","0.626","0.557","5.71%"
"02/23/2021","0.570","0.600","0.607","0.568","-5.10%"
"02/22/2021","0.600","0.595","0.618","0.574","3.95%"
"02/19/2021","0.577","0.554","0.590","0.547","4.13%"
"02/18/2021","0.554","0.550","0.572","0.538","0.00%"
"02/17/2021","0.554","0.583","0.596","0.543","-3.08%"
"02/16/2021","0.572","0.522","0.577","0.501","9.56%"
"02/15/2021","0.522","0.524","0.524","0.522","5.86%"
"02/12/2021","0.493","0.464","0.495","0.455","6.25%"
"02/11/2021","0.464","0.456","0.467","0.445","2.84%"
"02/10/2021","0.451","0.479","0.485","0.450","-5.03%"
"02/09/2021","0.475","0.477","0.482","0.466","-1.31%"
"02/08/2021","0.482","0.469","0.483","0.464","3.44%"
"02/05/2021","0.466","0.458","0.483","0.447","1.77%"
"02/04/2021","0.458","0.464","0.475","0.456","-1.36%"
"02/03/2021","0.464","0.446","0.465","0.445","5.79%"
"02/02/2021","0.438","0.426","0.446","0.421","3.37%"
"02/01/2021","0.424","0.421","0.434","0.413","-0.35%"
"01/29/2021","0.426","0.427","0.456","0.421","-1.46%"
"01/28/2021","0.432","0.414","0.442","0.407","5.39%"
"01/27/2021","0.410","0.424","0.430","0.400","0.27%"
"01/26/2021","0.409","0.412","0.420","0.404","0.81%"
"01/25/2021","0.405","0.439","0.441","0.404","-6.31%"
"01/22/2021","0.433","0.450","0.452","0.431","-3.20%"
"01/21/2021","0.447","0.445","0.468","0.441","1.45%"
"01/20/2021","0.441","0.455","0.461","0.439","-1.43%"
"01/19/2021","0.447","0.461","0.477","0.445","-2.76%"
"01/18/2021","0.460","0.458","0.460","0.458","1.77%"
"01/15/2021","0.452","0.477","0.479","0.450","-6.58%"
"01/14/2021","0.484","0.471","0.493","0.456","1.68%"
"01/13/2021","0.475","0.491","0.507","0.468","-4.48%"
"01/12/2021","0.498","0.504","0.533","0.496","-1.58%"
"01/11/2021","0.506","0.477","0.507","0.469","3.97%"
"01/08/2021","0.486","0.461","0.490","0.456","6.32%"
"01/07/2021","0.458","0.427","0.462","0.423","7.07%"
"01/06/2021","0.427","0.370","0.442","0.370","13.49%"
"01/05/2021","0.377","0.356","0.381","0.353","6.75%"
"01/04/2021","0.353","0.367","0.380","0.350","-2.22%"
"12/31/2020","0.361","0.370","0.373","0.358","-2.57%"
"12/30/2020","0.370","0.378","0.389","0.369","-2.88%"
"12/29/2020","0.381","0.378","0.386","0.373","6.69%"
"12/28/2020","0.357","0.373","0.385","0.357","-1.76%"
"12/24/2020","0.364","0.375","0.377","0.362","-2.15%"
"12/23/2020","0.372","0.364","0.388","0.356","1.75%"
"12/22/2020","0.365","0.380","0.383","0.362","-4.20%"
"12/21/2020","0.381","0.373","0.386","0.342","0.00%"
"12/18/2020","0.381","0.378","0.385","0.367","0.85%"
"12/17/2020","0.378","0.367","0.388","0.353","2.60%"
"12/16/2020","0.369","0.367","0.393","0.361","0.44%"
"12/15/2020","0.367","0.362","0.377","0.356","1.30%"
"12/14/2020","0.362","0.372","0.389","0.356","-0.44%"
"12/11/2020","0.364","0.386","0.388","0.350","-5.36%"
"12/10/2020","0.384","0.397","0.405","0.380","-5.48%"
"12/09/2020","0.407","0.400","0.416","0.397","3.25%"
"12/08/2020","0.394","0.388","0.397","0.373","0.79%"
"12/07/2020","0.391","0.421","0.423","0.388","-7.50%"
"12/04/2020","0.423","0.396","0.434","0.391","6.83%"
"12/03/2020","0.396","0.415","0.423","0.392","-4.95%"
"12/02/2020","0.416","0.416","0.435","0.407","-0.74%"
"12/01/2020","0.419","0.364","0.430","0.358","15.22%"
"11/30/2020","0.364","0.370","0.380","0.358","-1.30%"
"11/27/2020","0.369","0.381","0.383","0.367","-2.90%"
"11/26/2020","0.380","0.377","0.380","0.377","-3.24%"
"11/25/2020","0.392","0.400","0.407","0.377","-1.97%"
"11/24/2020","0.400","0.399","0.402","0.389","3.28%"
"11/23/2020","0.388","0.362","0.392","0.362","3.89%"
"11/20/2020","0.373","0.370","0.386","0.368","-2.05%"
"11/19/2020","0.381","0.387","0.394","0.375","-3.62%"
"11/18/2020","0.395","0.382","0.405","0.371","3.78%"
"11/17/2020","0.381","0.405","0.414","0.379","-6.64%"
"11/16/2020","0.408","0.408","0.422","0.387","-0.37%"
"11/13/2020","0.409","0.395","0.409","0.382","4.12%"
"11/12/2020","0.393","0.443","0.446","0.392","-13.35%"
"11/11/2020","0.454","0.454","0.454","0.454","0.00%"
"11/10/2020","0.454","0.428","0.462","0.419","6.03%"
"11/09/2020","0.428","0.364","0.465","0.345","18.56%"
"11/06/2020","0.361","0.326","0.375","0.326","9.69%"
"11/05/2020","0.329","0.323","0.345","0.307","-0.93%"
"11/04/2020","0.332","0.419","0.424","0.318","-15.69%"
"11/03/2020","0.394","0.381","0.405","0.381","3.77%"
"11/02/2020","0.380","0.373","0.383","0.362","-1.22%"
"10/30/2020","0.384","0.370","0.389","0.356","2.53%"
"10/29/2020","0.375","0.343","0.376","0.334","13.02%"
"10/28/2020","0.332","0.325","0.335","0.314","0.00%"
"10/27/2020","0.332","0.349","0.354","0.328","-5.47%"
"10/26/2020","0.351","0.365","0.368","0.343","-6.00%"
"10/23/2020","0.373","0.373","0.384","0.359","-1.63%"
"10/22/2020","0.380","0.352","0.384","0.346","6.78%"
"10/21/2020","0.355","0.346","0.367","0.346","5.74%"
"10/20/2020","0.336","0.338","0.347","0.330","0.00%"
"10/19/2020","0.336","0.331","0.343","0.325","3.45%"
"10/16/2020","0.325","0.312","0.325","0.304","2.56%"
"10/15/2020","0.317","0.301","0.317","0.287","3.66%"
"10/14/2020","0.306","0.306","0.309","0.294","0.00%"
"10/13/2020","0.306","0.328","0.331","0.301","-7.67%"
"10/12/2020","0.331","0.331","0.331","0.331","-2.79%"
"10/09/2020","0.340","0.331","0.345","0.323","1.95%"
"10/08/2020","0.334","0.339","0.342","0.323","-1.39%"
"10/07/2020","0.339","0.316","0.351","0.313","9.22%"
"10/06/2020","0.310","0.331","0.337","0.305","-6.68%"
"10/05/2020","0.332","0.288","0.337","0.280","15.42%"
"10/02/2020","0.288","0.277","0.291","0.255","4.61%"
"10/01/2020","0.275","0.280","0.301","0.266","-1.15%"
"09/30/2020","0.278","0.256","0.283","0.247","10.00%"
"09/29/2020","0.253","0.263","0.266","0.250","-3.62%"
"09/28/2020","0.263","0.267","0.277","0.259","-1.76%"
"09/25/2020","0.267","0.275","0.282","0.259","-3.43%"
"09/24/2020","0.277","0.275","0.278","0.269","0.47%"
"09/23/2020","0.275","0.268","0.280","0.256","3.61%"
"09/22/2020","0.266","0.268","0.274","0.258","-1.19%"
"09/21/2020","0.269","0.282","0.283","0.255","-5.08%"
"09/18/2020","0.283","0.277","0.285","0.263","1.76%"
"09/17/2020","0.279","0.275","0.282","0.248","-1.69%"
"09/16/2020","0.283","0.266","0.285","0.258","4.11%"
"09/15/2020","0.272","0.263","0.274","0.261","2.99%"
"09/14/2020","0.264","0.256","0.266","0.248","4.38%"
"09/11/2020","0.253","0.269","0.277","0.250","-5.87%"
"09/10/2020","0.269","0.280","0.290","0.263","-3.41%"
"09/09/2020","0.278","0.264","0.286","0.258","3.53%"
"09/08/2020","0.269","0.294","0.294","0.261","-8.10%"
"09/07/2020","0.293","0.293","0.293","0.293","-2.63%"
"09/04/2020","0.301","0.244","0.305","0.242","21.01%"
"09/03/2020","0.248","0.250","0.266","0.226","-1.27%"
"09/02/2020","0.252","0.258","0.269","0.248","-1.22%"
"09/01/2020","0.255","0.271","0.283","0.253","-5.28%"
"08/31/2020","0.269","0.269","0.286","0.259","-1.14%"
"08/28/2020","0.272","0.316","0.329","0.267","-13.10%"
"08/27/2020","0.313","0.288","0.316","0.261","8.53%"
"08/26/2020","0.288","0.296","0.317","0.287","-2.67%"
"08/25/2020","0.296","0.283","0.319","0.283","5.11%"
"08/24/2020","0.282","0.268","0.285","0.263","5.38%"
"08/21/2020","0.268","0.272","0.279","0.252","-1.76%"
"08/20/2020","0.272","0.280","0.282","0.256","-6.04%"
"08/19/2020","0.290","0.272","0.290","0.264","4.02%"
"08/18/2020","0.279","0.285","0.291","0.269","-4.36%"
"08/17/2020","0.291","0.298","0.298","0.274","-1.62%"
"08/14/2020","0.296","0.320","0.323","0.291","-7.44%"
"08/13/2020","0.320","0.299","0.323","0.277","6.92%"
"08/12/2020","0.299","0.271","0.310","0.267","8.05%"
"08/11/2020","0.277","0.231","0.293","0.231","16.69%"
"08/10/2020","0.237","0.231","0.239","0.211","3.44%"
"08/07/2020","0.229","0.212","0.234","0.203","6.55%"
"08/06/2020","0.215","0.222","0.226","0.192","-3.54%"
"08/05/2020","0.223","0.195","0.225","0.190","16.43%"
"08/04/2020","0.192","0.220","0.225","0.189","-12.90%"
"08/03/2020","0.220","0.212","0.229","0.211","5.26%"
"07/31/2020","0.209","0.226","0.239","0.206","-8.93%"
"07/30/2020","0.230","0.252","0.255","0.225","-9.85%"
"07/29/2020","0.255","0.266","0.275","0.245","-4.14%"
"07/28/2020","0.266","0.289","0.296","0.263","-7.36%"
"07/27/2020","0.287","0.274","0.288","0.260","4.67%"
"07/24/2020","0.274","0.268","0.277","0.256","1.82%"
"07/23/2020","0.269","0.271","0.275","0.261","-2.32%"
"07/22/2020","0.275","0.269","0.277","0.258","2.38%"
"07/21/2020","0.269","0.280","0.290","0.264","-4.00%"
"07/20/2020","0.280","0.283","0.288","0.268","0.61%"
"07/17/2020","0.279","0.279","0.288","0.266","0.58%"
"07/16/2020","0.277","0.287","0.291","0.269","-3.85%"
"07/15/2020","0.288","0.296","0.309","0.277","-1.10%"
"07/14/2020","0.291","0.288","0.296","0.271","1.68%"
"07/13/2020","0.287","0.293","0.312","0.283","-5.73%"
"07/10/2020","0.304","0.286","0.307","0.258","7.27%"
"07/09/2020","0.283","0.301","0.301","0.269","-6.25%"
"07/08/2020","0.302","0.289","0.307","0.288","5.52%"
"07/07/2020","0.286","0.302","0.310","0.282","-4.72%"
"07/06/2020","0.301","0.297","0.320","0.296","2.18%"
"07/02/2020","0.294","0.313","0.331","0.291","-5.55%"
"07/01/2020","0.312","0.289","0.319","0.288","8.23%"
"06/30/2020","0.288","0.277","0.296","0.266","4.58%"
"06/29/2020","0.275","0.296","0.307","0.274","-8.39%"
"06/26/2020","0.300","0.327","0.332","0.292","-9.08%"
"06/25/2020","0.330","0.327","0.335","0.313","3.67%"
"06/24/2020","0.319","0.330","0.346","0.314","-3.39%"
"06/23/2020","0.330","0.339","0.349","0.320","-2.80%"
"06/22/2020","0.339","0.325","0.341","0.314","4.43%"
"06/19/2020","0.325","0.336","0.357","0.315","-2.34%"
"06/18/2020","0.333","0.338","0.342","0.320","-2.80%"
"06/17/2020","0.342","0.350","0.354","0.328","1.90%"
"06/16/2020","0.336","0.361","0.366","0.330","-1.84%"
"06/15/2020","0.342","0.306","0.347","0.294","2.89%"
"06/12/2020","0.333","0.328","0.344","0.314","4.03%"
"06/11/2020","0.320","0.312","0.326","0.298","-1.45%"
"06/10/2020","0.324","0.403","0.409","0.315","-18.41%"
"06/09/2020","0.398","0.445","0.447","0.394","-11.68%"
"06/08/2020","0.450","0.468","0.481","0.431","-2.74%"
"06/05/2020","0.463","0.402","0.506","0.389","13.37%"
"06/04/2020","0.408","0.370","0.413","0.356","12.23%"
"06/03/2020","0.364","0.326","0.384","0.319","13.33%"
"06/02/2020","0.321","0.297","0.326","0.297","3.58%"
"06/01/2020","0.310","0.294","0.323","0.288","2.11%"
"05/29/2020","0.304","0.327","0.332","0.299","-10.68%"
"05/28/2020","0.340","0.348","0.354","0.326","-3.60%"
"05/27/2020","0.353","0.343","0.378","0.319","1.85%"
"05/26/2020","0.346","0.335","0.369","0.332","2.85%"
"05/25/2020","0.337","0.337","0.337","0.337","0.96%"
"05/22/2020","0.333","0.337","0.342","0.310","-3.28%"
"05/21/2020","0.345","0.337","0.346","0.322","0.00%"
"05/20/2020","0.345","0.334","0.357","0.321","2.86%"
"05/19/2020","0.335","0.370","0.378","0.332","-9.87%"
"05/18/2020","0.372","0.305","0.380","0.294","19.43%"
"05/15/2020","0.311","0.308","0.316","0.281","3.66%"
"05/14/2020","0.300","0.312","0.316","0.291","-5.98%"
"05/13/2020","0.319","0.319","0.331","0.302","-1.96%"
"05/12/2020","0.326","0.350","0.373","0.321","-6.81%"
"05/11/2020","0.350","0.342","0.361","0.313","4.73%"
"05/08/2020","0.334","0.305","0.337","0.272","9.30%"
"05/07/2020","0.305","0.362","0.383","0.293","-18.21%"
"05/06/2020","0.373","0.386","0.405","0.367","-0.43%"
"05/05/2020","0.375","0.375","0.392","0.356","3.94%"
"05/04/2020","0.361","0.350","0.372","0.337","2.24%"
"05/01/2020","0.353","0.358","0.372","0.329","-3.45%"
"04/30/2020","0.366","0.362","0.372","0.324","-0.44%"
"04/29/2020","0.367","0.375","0.377","0.339","-2.52%"
"04/28/2020","0.377","0.411","0.413","0.362","-7.08%"
"04/27/2020","0.405","0.377","0.408","0.372","8.08%"
"04/24/2020","0.375","0.374","0.381","0.356","1.21%"
"04/23/2020","0.370","0.363","0.386","0.356","1.76%"
"04/22/2020","0.364","0.347","0.383","0.323","10.07%"
"04/21/2020","0.331","0.352","0.356","0.301","-5.49%"
"04/20/2020","0.350","0.360","0.368","0.339","-2.23%"
"04/17/2020","0.358","0.392","0.406","0.320","1.73%"
"04/16/2020","0.352","0.339","0.360","0.315","3.71%"
"04/15/2020","0.339","0.415","0.419","0.325","-19.58%"
"04/14/2020","0.422","0.444","0.460","0.398","-7.34%"
"04/13/2020","0.455","0.411","0.455","0.405","10.81%"
"04/09/2020","0.411","0.481","0.481","0.398","-12.83%"
"04/08/2020","0.471","0.457","0.494","0.438","0.68%"
"04/07/2020","0.468","0.457","0.519","0.444","4.60%"
"04/06/2020","0.448","0.392","0.454","0.392","15.99%"
"04/03/2020","0.386","0.381","0.397","0.348","0.36%"
"04/02/2020","0.384","0.342","0.399","0.337","3.36%"
"04/01/2020","0.372","0.366","0.385","0.323","-0.43%"
"03/31/2020","0.374","0.402","0.410","0.336","-10.24%"
"03/30/2020","0.416","0.385","0.418","0.334","3.92%"
"03/27/2020","0.400","0.517","0.530","0.382","-23.99%"
"03/26/2020","0.527","0.519","0.570","0.448","0.90%"
"03/25/2020","0.522","0.515","0.552","0.483","-1.55%"
"03/24/2020","0.530","0.411","0.534","0.406","30.54%"
"03/23/2020","0.406","0.419","0.475","0.348","-15.46%"
"03/20/2020","0.481","0.671","0.677","0.460","-32.26%"
"03/19/2020","0.710","0.734","0.841","0.556","-10.68%"
"03/18/2020","0.794","0.699","0.823","0.630","7.77%"
"03/17/2020","0.737","0.502","0.756","0.489","45.59%"
"03/16/2020","0.506","0.461","0.571","0.392","-30.76%"
"03/13/2020","0.731","0.608","0.766","0.563","19.27%"
"03/12/2020","0.613","0.706","0.708","0.481","-12.65%"
"03/11/2020","0.702","0.623","0.715","0.530","4.70%"
"03/10/2020","0.670","0.549","0.677","0.489","33.87%"
"03/09/2020","0.501","0.403","0.526","0.312","-18.25%"
"03/06/2020","0.613","0.679","0.684","0.490","-10.27%"
"03/05/2020","0.683","0.786","0.786","0.653","-13.11%"
"03/04/2020","0.786","0.734","0.792","0.689","5.72%"
"03/03/2020","0.743","0.943","0.947","0.661","-20.17%"
"03/02/2020","0.931","0.875","0.950","0.789","-2.19%"
"02/28/2020","0.952","1.088","1.094","0.894","-11.88%"
"02/27/2020","1.080","1.141","1.144","1.041","-6.69%"
"02/26/2020","1.157","1.188","1.203","1.122","-2.35%"
"02/25/2020","1.185","1.228","1.257","1.130","-1.77%"
"02/24/2020","1.206","1.278","1.281","1.192","-8.77%"
"02/21/2020","1.322","1.362","1.370","1.283","-3.01%"
"02/20/2020","1.363","1.419","1.426","1.352","-3.26%"
"02/19/2020","1.409","1.408","1.426","1.388","0.94%"
"02/18/2020","1.396","1.409","1.413","1.373","-0.93%"
"02/17/2020","1.409","1.411","1.411","1.409","-0.58%"
"02/14/2020","1.418","1.432","1.442","1.401","-1.70%"
"02/13/2020","1.442","1.427","1.447","1.388","-0.78%"
"02/12/2020","1.454","1.429","1.455","1.418","2.19%"
"02/11/2020","1.422","1.401","1.422","1.395","3.08%"
"02/10/2020","1.380","1.382","1.422","1.362","-1.74%"
"02/07/2020","1.404","1.463","1.466","1.396","-4.02%"
"02/06/2020","1.463","1.460","1.497","1.448","0.00%"
"02/05/2020","1.463","1.421","1.486","1.395","2.88%"
"02/04/2020","1.422","1.341","1.439","1.338","5.43%"
"02/03/2020","1.349","1.323","1.391","1.318","2.59%"
"01/31/2020","1.315","1.403","1.419","1.310","-6.68%"
"01/30/2020","1.409","1.411","1.412","1.352","0.35%"
"01/29/2020","1.404","1.471","1.487","1.401","-5.38%"
"01/28/2020","1.484","1.445","1.484","1.401","2.72%"
"01/27/2020","1.445","1.451","1.471","1.420","-4.25%"
"01/24/2020","1.509","1.557","1.573","1.489","-2.25%"
"01/23/2020","1.544","1.572","1.572","1.524","-1.99%"
"01/22/2020","1.575","1.587","1.596","1.567","0.00%"
"01/21/2020","1.575","1.620","1.621","1.568","-2.75%"
"01/20/2020","1.620","1.618","1.620","1.618","-0.20%"
"01/17/2020","1.623","1.623","1.649","1.611","-0.12%"
"01/16/2020","1.625","1.607","1.635","1.592","1.43%"
"01/15/2020","1.602","1.617","1.628","1.594","-1.02%"
"01/14/2020","1.618","1.653","1.666","1.617","-1.99%"
"01/13/2020","1.651","1.664","1.664","1.638","1.10%"
"01/10/2020","1.633","1.651","1.676","1.623","-1.10%"
"01/09/2020","1.651","1.661","1.691","1.646","-0.79%"
"01/08/2020","1.664","1.554","1.668","1.503","3.77%"
"01/07/2020","1.604","1.611","1.622","1.594","-0.21%"
"01/06/2020","1.607","1.568","1.620","1.560","0.81%"
"01/03/2020","1.594","1.643","1.643","1.581","-4.32%"
"01/02/2020","1.666","1.697","1.715","1.634","-1.55%"
"01/01/2020","1.693","1.693","1.693","1.693","0.00%"
