"Date","Price","Open","High","Low","Vol.","Change %"
"07/07/2021","152.20","152.02","152.26","152.01","30.42K","0.12%"
"07/06/2021","152.01","152.13","152.14","151.94","26.67K","-0.07%"
"07/05/2021","152.12","151.94","152.12","151.93","26.58K","0.13%"
"07/02/2021","151.92","151.88","151.97","151.82","28.87K","0.05%"
"07/01/2021","151.84","151.68","151.85","151.67","31.20K","0.10%"
"06/30/2021","151.69","151.69","151.70","151.56","24.46K","0.00%"
"06/29/2021","151.69","151.67","151.76","151.65","17.88K","0.03%"
"06/28/2021","151.65","151.71","151.79","151.63","15.70K","-0.05%"
"06/25/2021","151.72","151.62","151.73","151.62","14.81K","0.05%"
"06/24/2021","151.65","151.65","151.68","151.60","17.18K","-0.02%"
"06/23/2021","151.68","151.69","151.73","151.63","17.16K","0.02%"
"06/22/2021","151.65","151.81","151.83","151.62","24.49K","-0.11%"
"06/21/2021","151.81","151.61","151.86","151.53","29.63K","0.13%"
"06/18/2021","151.62","151.53","151.68","151.53","26.04K","0.06%"
"06/17/2021","151.53","151.77","151.84","151.49","33.20K","-0.16%"
"06/16/2021","151.77","151.78","151.80","151.71","21.92K","-0.02%"
"06/15/2021","151.80","151.86","151.87","151.75","21.76K","-0.08%"
"06/14/2021","151.92","152.00","152.10","151.92","2.56K","-0.05%"
"06/11/2021","152.00","151.88","152.15","151.76","28.97K","0.07%"
"06/10/2021","151.89","151.70","151.92","151.69","67.58K","0.12%"
"06/09/2021","151.71","151.63","151.71","151.60","54.46K","0.06%"
"06/08/2021","151.62","151.53","151.64","151.51","38.30K","0.05%"
"06/07/2021","151.54","151.44","151.58","151.43","28.07K","0.07%"
"06/04/2021","151.43","151.49","151.50","151.41","20.01K","-0.04%"
"06/03/2021","151.49","151.47","151.55","151.44","26.03K","0.01%"
"06/02/2021","151.47","151.49","151.50","151.44","20.52K","-0.01%"
"06/01/2021","151.48","151.45","151.48","151.43","12.58K","0.01%"
"05/31/2021","151.46","151.42","151.52","151.41","18.76K","0.02%"
"05/28/2021","151.43","151.59","151.60","151.41","32.62K","-0.10%"
"05/27/2021","151.58","151.52","151.60","151.52","18.45K","0.04%"
"05/26/2021","151.52","151.50","151.59","151.49","24.26K","0.01%"
"05/25/2021","151.50","151.46","151.51","151.44","17.49K","0.03%"
"05/24/2021","151.46","151.42","151.48","151.40","18.21K","0.03%"
"05/21/2021","151.41","151.37","151.45","151.36","20.19K","0.03%"
"05/20/2021","151.37","151.41","151.45","151.35","23.05K","-0.05%"
"05/19/2021","151.44","151.40","151.44","151.38","17.45K","0.02%"
"05/18/2021","151.41","151.43","151.46","151.35","14.53K","-0.01%"
"05/17/2021","151.42","151.34","151.44","151.32","14.98K","0.05%"
"05/14/2021","151.35","151.27","151.38","151.20","25.17K","0.07%"
"05/13/2021","151.25","151.42","151.43","151.24","31.57K","-0.11%"
"05/12/2021","151.41","151.47","151.48","151.34","32.93K","-0.04%"
"05/11/2021","151.47","151.40","151.48","151.39","28.25K","0.05%"
"05/10/2021","151.40","151.44","151.54","151.36","22.51K","-0.03%"
"05/07/2021","151.44","151.42","151.46","151.39","15.01K","0.01%"
"05/06/2021","151.42","151.34","151.47","151.28","20.21K","-0.03%"
"05/05/2021","151.47","151.51","151.57","151.45","","-0.03%"
"05/04/2021","151.52","151.47","151.63","151.42","","0.03%"
"05/03/2021","151.47","151.36","151.47","151.33","","0.07%"
"05/02/2021","151.36","151.34","151.36","151.34","","0.01%"
"04/30/2021","151.34","151.32","151.42","151.29","21.16K","-0.01%"
"04/29/2021","151.36","151.47","151.47","151.32","","0.03%"
"04/28/2021","151.32","151.45","151.47","151.32","24.25K","-0.09%"
"04/27/2021","151.45","151.46","151.48","151.40","18.90K","-0.02%"
"04/26/2021","151.48","151.55","151.63","151.46","19.91K","-0.05%"
"04/23/2021","151.56","151.61","151.66","151.53","25.63K","-0.02%"
"04/22/2021","151.59","151.53","151.65","151.48","26.32K","0.03%"
"04/21/2021","151.55","151.38","151.63","151.34","34.13K","0.11%"
"04/20/2021","151.38","151.45","151.48","151.34","29.71K","-0.03%"
"04/19/2021","151.43","151.37","151.45","151.33","21.63K","0.05%"
"04/16/2021","151.36","151.36","151.47","151.35","22.85K","0.01%"
"04/15/2021","151.34","151.38","151.42","151.31","22.83K","-0.03%"
"04/14/2021","151.39","151.23","151.41","151.21","20.75K","0.11%"
"04/13/2021","151.23","151.22","151.25","151.18","18.31K","0.01%"
"04/12/2021","151.22","151.22","151.27","151.18","14.20K","-0.01%"
"04/09/2021","151.24","151.31","151.39","151.24","22.71K","-0.04%"
"04/08/2021","151.30","151.30","151.36","151.23","24.05K","0.01%"
"04/07/2021","151.28","151.20","151.29","151.13","25.44K","0.05%"
"04/06/2021","151.21","151.03","151.21","151.00","23.32K","0.11%"
"04/05/2021","151.05","151.02","151.08","150.93","16.18K","0.03%"
"04/02/2021","151.01","150.93","151.12","150.93","16.04K","0.05%"
"04/01/2021","150.94","151.17","151.19","150.88","36.55K","-0.15%"
"03/31/2021","151.16","151.19","151.30","151.12","23.36K","-0.05%"
"03/30/2021","151.23","151.46","151.49","151.22","22.73K","-0.16%"
"03/29/2021","151.47","151.32","151.47","151.26","16.78K","0.07%"
"03/26/2021","151.36","151.33","151.41","151.27","13.75K","0.01%"
"03/25/2021","151.34","151.41","151.42","151.24","17.82K","-0.05%"
"03/24/2021","151.42","151.27","151.47","151.25","20.03K","0.11%"
"03/23/2021","151.26","151.32","151.38","151.21","17.50K","-0.03%"
"03/22/2021","151.30","150.99","151.36","150.79","21.96K","0.21%"
"03/19/2021","150.98","151.12","151.16","150.89","25.73K","-0.10%"
"03/18/2021","151.13","151.19","151.32","150.85","28.30K","-0.05%"
"03/17/2021","151.20","151.19","151.28","151.13","18.78K","0.01%"
"03/16/2021","151.19","151.07","151.19","151.03","19.19K","-0.07%"
"03/15/2021","151.30","151.20","151.38","151.12","3.41K","0.01%"
"03/12/2021","151.29","151.26","151.38","151.20","22.17K","0.01%"
"03/11/2021","151.27","151.11","151.28","150.90","59.57K","0.11%"
"03/10/2021","151.11","151.07","151.19","151.00","47.34K","0.04%"
"03/09/2021","151.05","151.14","151.15","150.83","49.38K","-0.06%"
"03/08/2021","151.14","151.58","151.63","151.11","42.24K","-0.24%"
"03/05/2021","151.50","150.99","151.88","150.79","50.03K","0.33%"
"03/04/2021","151.00","151.12","151.16","150.85","36.55K","-0.08%"
"03/03/2021","151.12","151.10","151.23","151.04","32.44K","-0.01%"
"03/02/2021","151.14","150.82","151.15","150.76","53.61K","0.22%"
"03/01/2021","150.81","150.65","150.93","150.64","49.59K","0.13%"
"02/26/2021","150.62","150.89","150.89","150.38","75.18K","-0.17%"
"02/25/2021","150.87","151.14","151.16","150.86","53.45K","-0.17%"
"02/24/2021","151.12","151.05","151.14","151.00","42.91K","0.02%"
"02/23/2021","151.09","151.10","151.16","151.09","","0.02%"
"02/22/2021","151.06","151.16","151.19","150.97","43.88K","-0.09%"
"02/19/2021","151.19","151.28","151.33","151.13","36.56K","-0.07%"
"02/18/2021","151.30","151.23","151.41","151.21","40.79K","0.05%"
"02/17/2021","151.23","151.52","151.54","151.19","48.96K","-0.18%"
"02/16/2021","151.51","151.49","151.56","151.43","34.75K","0.00%"
"02/15/2021","151.51","151.66","151.70","151.48","27.55K","-0.10%"
"02/12/2021","151.66","151.50","151.68","151.34","29.57K","0.03%"
"02/11/2021","151.62","151.63","151.65","151.62","","0.09%"
"02/10/2021","151.49","151.48","151.57","151.43","35.66K","0.01%"
"02/09/2021","151.48","151.50","151.58","151.46","31.15K","-0.01%"
"02/08/2021","151.50","151.64","151.65","151.48","32.85K","-0.09%"
"02/05/2021","151.64","151.66","151.73","151.61","28.56K","-0.02%"
"02/04/2021","151.67","151.74","151.74","151.60","39.36K","-0.05%"
"02/03/2021","151.74","151.76","151.77","151.69","29.95K","-0.01%"
"02/02/2021","151.75","151.76","151.84","151.72","37.28K","-0.01%"
"02/01/2021","151.76","151.82","151.83","151.70","31.65K","-0.04%"
"01/29/2021","151.82","151.95","151.97","151.80","39.27K","-0.07%"
"01/28/2021","151.93","151.96","151.97","151.88","24.41K","-0.01%"
"01/27/2021","151.94","151.97","151.99","151.91","22.89K","-0.03%"
"01/26/2021","151.98","151.88","152.00","151.86","21.05K","0.07%"
"01/25/2021","151.88","151.87","151.95","151.84","19.89K","0.01%"
"01/22/2021","151.86","152.00","152.01","151.82","33.96K","-0.08%"
"01/21/2021","151.98","151.96","152.03","151.90","22.03K","0.02%"
"01/20/2021","151.95","151.85","151.98","151.79","36.25K","0.07%"
"01/19/2021","151.85","151.72","151.85","151.70","32.50K","0.09%"
"01/18/2021","151.72","151.85","151.88","151.56","34.91K","-0.09%"
"01/15/2021","151.85","151.82","151.92","151.82","26.38K","0.01%"
"01/14/2021","151.84","151.89","151.95","151.83","25.52K","-0.04%"
"01/13/2021","151.90","151.87","151.93","151.76","29.94K","0.03%"
"01/12/2021","151.86","151.77","151.86","151.68","30.71K","0.08%"
"01/11/2021","151.74","151.81","151.82","151.72","","-0.05%"
"01/10/2021","151.81","151.80","151.81","151.80","","0.02%"
"01/08/2021","151.78","151.80","151.87","151.73","34.38K","-0.01%"
"01/07/2021","151.80","151.92","151.93","151.76","41.17K","-0.09%"
"01/06/2021","151.93","152.05","152.05","151.92","37.97K","-0.07%"
"01/05/2021","152.03","151.89","152.05","151.88","26.11K","0.10%"
"01/04/2021","151.88","151.91","151.99","151.84","23.43K","0.01%"
"12/31/2020","151.87","151.88","151.94","151.85","","-0.03%"
"12/30/2020","151.92","151.95","151.98","151.90","17.77K","-0.02%"
"12/29/2020","151.95","151.93","152.00","151.93","13.75K","0.01%"
"12/28/2020","151.94","151.92","151.98","151.91","12.23K","0.01%"
"12/25/2020","151.92","151.99","152.06","151.91","16.25K","-0.04%"
"12/24/2020","151.98","152.14","152.14","151.98","25.65K","-0.11%"
"12/23/2020","152.14","152.13","152.18","152.10","19.95K","0.01%"
"12/22/2020","152.13","152.08","152.17","152.07","23.97K","0.03%"
"12/21/2020","152.08","152.06","152.15","152.00","21.30K","0.01%"
"12/18/2020","152.06","152.05","152.11","151.99","23.71K","0.01%"
"12/17/2020","152.05","152.09","152.13","152.00","21.45K","-0.03%"
"12/16/2020","152.09","152.15","152.17","152.07","16.77K","-0.05%"
"12/15/2020","152.16","152.12","152.17","152.07","17.71K","-0.03%"
"12/14/2020","152.20","152.19","152.28","152.16","3.69K","0.03%"
"12/11/2020","152.16","152.12","152.23","152.08","21.60K","0.02%"
"12/10/2020","152.13","152.09","152.16","152.02","61.12K","0.02%"
"12/09/2020","152.10","152.10","152.14","152.06","50.94K","0.00%"
"12/08/2020","152.10","151.98","152.12","151.96","33.22K","0.09%"
"12/07/2020","151.97","151.98","152.00","151.88","29.35K","-0.02%"
"12/04/2020","152.00","151.96","152.04","151.92","25.08K","0.02%"
"12/03/2020","151.97","151.98","152.06","151.92","31.80K","-0.01%"
"12/02/2020","151.99","152.09","152.12","151.92","30.60K","-0.07%"
"12/01/2020","152.10","152.02","152.11","151.96","32.86K","0.05%"
"11/30/2020","152.03","152.04","152.10","151.99","21.12K","-0.01%"
"11/27/2020","152.05","152.11","152.19","152.03","23.49K","-0.03%"
"11/26/2020","152.10","152.14","152.20","152.09","18.48K","-0.03%"
"11/25/2020","152.14","152.12","152.15","152.07","22.76K","0.01%"
"11/24/2020","152.12","152.21","152.26","152.09","23.85K","-0.03%"
"11/23/2020","152.17","152.27","152.28","152.16","","-0.05%"
"11/22/2020","152.24","152.25","152.25","152.24","","0.01%"
"11/20/2020","152.22","152.19","152.27","152.14","22.85K","0.03%"
"11/19/2020","152.18","152.18","152.20","152.10","16.57K","0.01%"
"11/18/2020","152.17","152.06","152.18","152.06","22.90K","0.07%"
"11/17/2020","152.07","152.07","152.13","151.99","18.39K","-0.01%"
"11/16/2020","152.09","152.08","152.14","152.04","18.48K","-0.01%"
"11/13/2020","152.10","151.98","152.15","151.98","25.07K","0.07%"
"11/12/2020","152.00","151.82","152.03","151.78","27.77K","0.11%"
"11/11/2020","151.84","151.93","151.93","151.72","32.57K","-0.05%"
"11/10/2020","151.92","152.16","152.20","151.75","46.33K","-0.17%"
"11/09/2020","152.18","152.18","152.21","152.00","27.39K","0.01%"
"11/06/2020","152.17","152.14","152.19","152.06","26.60K","0.02%"
"11/05/2020","152.14","151.98","152.18","151.93","34.11K","0.11%"
"11/04/2020","151.98","151.82","151.98","151.63","43.10K","0.20%"
"11/03/2020","151.68","151.78","151.81","151.66","","-0.10%"
"11/02/2020","151.83","151.91","151.92","151.76","23.00K","-0.03%"
"10/30/2020","151.88","151.99","152.07","151.86","28.97K","-0.09%"
"10/29/2020","152.02","152.09","152.18","152.00","26.71K","-0.05%"
"10/28/2020","152.10","152.01","152.17","151.98","28.05K","0.07%"
"10/27/2020","152.00","151.93","152.05","151.91","23.27K","0.05%"
"10/26/2020","151.93","151.82","151.97","151.78","22.81K","0.07%"
"10/23/2020","151.82","151.97","152.00","151.78","30.36K","-0.11%"
"10/22/2020","151.98","151.95","152.06","151.91","24.61K","0.01%"
"10/21/2020","151.97","152.15","152.19","151.88","38.64K","-0.11%"
"10/20/2020","152.13","152.12","152.16","152.05","20.32K","0.02%"
"10/19/2020","152.10","152.16","152.23","152.06","17.51K","-0.03%"
"10/16/2020","152.15","152.10","152.26","152.04","33.90K","0.05%"
"10/15/2020","152.08","151.96","152.10","151.96","21.71K","0.07%"
"10/14/2020","151.97","151.95","152.06","151.94","18.91K","0.02%"
"10/13/2020","151.94","151.97","152.02","151.91","24.27K","-0.01%"
"10/12/2020","151.96","151.89","151.99","151.86","14.83K","0.04%"
"10/09/2020","151.90","151.86","151.96","151.86","19.13K","0.01%"
"10/08/2020","151.88","151.87","151.92","151.75","32.17K","0.02%"
"10/07/2020","151.85","151.90","151.98","151.84","27.47K","-0.03%"
"10/06/2020","151.90","152.08","152.12","151.84","28.24K","-0.12%"
"10/05/2020","152.08","152.14","152.18","152.03","19.73K","-0.05%"
"10/02/2020","152.16","152.04","152.18","151.97","35.85K","0.07%"
"10/01/2020","152.05","152.13","152.14","152.01","33.04K","-0.04%"
"09/30/2020","152.11","152.11","152.20","152.07","22.72K","0.00%"
"09/29/2020","152.11","152.06","152.13","152.03","18.10K","0.03%"
"09/28/2020","152.06","152.17","152.21","152.04","18.63K","-0.07%"
"09/25/2020","152.16","152.16","152.21","152.09","20.21K","0.01%"
"09/24/2020","152.15","152.23","152.29","152.15","23.61K","-0.04%"
"09/23/2020","152.21","152.07","152.24","152.06","23.44K","0.03%"
"09/22/2020","152.16","152.15","152.19","152.12","","0.01%"
"09/21/2020","152.14","152.16","152.19","152.12","","-0.01%"
"09/20/2020","152.16","152.19","152.19","152.13","","0.05%"
"09/18/2020","152.08","152.07","152.14","152.03","17.39K","0.02%"
"09/17/2020","152.05","151.99","152.07","151.96","15.90K","0.04%"
"09/16/2020","151.99","152.00","152.05","151.95","15.67K","-0.01%"
"09/15/2020","152.00","151.99","152.02","151.93","15.49K","-0.05%"
"09/14/2020","152.07","151.99","152.08","151.91","5.06K","0.04%"
"09/11/2020","152.01","151.93","152.06","151.84","24.94K","0.05%"
"09/10/2020","151.94","152.00","152.03","151.89","56.41K","-0.02%"
"09/09/2020","151.97","151.82","152.02","151.81","50.25K","0.09%"
"09/08/2020","151.84","151.77","151.89","151.71","35.55K","0.06%"
"09/07/2020","151.75","151.85","151.86","151.62","31.05K","-0.05%"
"09/04/2020","151.83","151.85","151.96","151.81","27.80K","-0.03%"
"09/03/2020","151.88","151.74","151.91","151.73","28.23K","0.09%"
"09/02/2020","151.74","151.71","151.80","151.58","26.95K","0.03%"
"09/01/2020","151.70","151.59","151.80","151.52","33.56K","0.07%"
"08/31/2020","151.59","151.47","151.61","151.44","28.54K","0.11%"
"08/28/2020","151.42","151.74","151.82","151.30","46.62K","-0.20%"
"08/27/2020","151.72","151.71","151.86","151.61","25.77K","0.01%"
"08/26/2020","151.70","151.91","151.91","151.67","29.50K","-0.12%"
"08/25/2020","151.88","151.96","151.99","151.85","20.92K","-0.06%"
"08/24/2020","151.97","151.84","151.98","151.84","14.25K","0.08%"
"08/21/2020","151.85","151.92","152.01","151.83","21.83K","-0.05%"
"08/20/2020","151.92","151.95","151.98","151.86","19.04K","-0.02%"
"08/19/2020","151.95","151.88","151.96","151.79","18.27K","0.05%"
"08/18/2020","151.88","151.76","151.90","151.70","18.88K","0.09%"
"08/17/2020","151.74","151.65","151.80","151.63","19.00K","0.08%"
"08/14/2020","151.62","151.87","151.92","151.60","30.58K","-0.16%"
"08/13/2020","151.87","151.78","151.96","151.65","34.49K","0.05%"
"08/12/2020","151.80","152.02","152.02","151.77","34.33K","-0.13%"
"08/11/2020","152.00","152.28","152.29","151.97","23.91K","-0.08%"
"08/10/2020","152.12","152.20","152.29","152.12","","-0.05%"
"08/09/2020","152.19","152.18","152.19","152.18","","-0.07%"
"08/07/2020","152.29","152.24","152.35","152.23","16.51K","0.03%"
"08/06/2020","152.24","152.39","152.41","152.22","23.67K","-0.10%"
"08/05/2020","152.40","152.37","152.55","152.35","23.19K","0.02%"
"08/04/2020","152.37","152.21","152.37","152.18","26.66K","0.10%"
"08/03/2020","152.22","152.37","152.39","152.16","22.84K","-0.10%"
"07/31/2020","152.37","152.31","152.49","152.31","25.53K","0.04%"
"07/30/2020","152.31","152.37","152.38","152.28","14.95K","-0.03%"
"07/29/2020","152.36","152.31","152.42","152.30","15.66K","0.04%"
"07/28/2020","152.30","152.33","152.39","152.27","20.24K","-0.01%"
"07/27/2020","152.31","152.38","152.44","152.30","15.13K","-0.12%"
"07/24/2020","152.50","152.37","152.56","152.35","","0.09%"
"07/23/2020","152.37","152.41","152.47","152.30","","-0.01%"
"07/22/2020","152.38","152.42","152.50","152.36","17.13K","-0.03%"
"07/21/2020","152.43","152.37","152.48","152.32","20.26K","0.04%"
"07/20/2020","152.37","152.39","152.46","152.29","17.41K","-0.03%"
"07/17/2020","152.41","152.35","152.50","152.34","23.86K","0.04%"
"07/16/2020","152.35","152.16","152.39","152.14","23.04K","0.13%"
"07/15/2020","152.15","152.13","152.18","152.04","18.57K","0.01%"
"07/14/2020","152.14","152.07","152.16","151.98","19.56K","0.05%"
"07/13/2020","152.07","152.23","152.29","152.05","16.06K","-0.10%"
"07/10/2020","152.22","152.09","152.26","152.06","20.45K","0.08%"
"07/09/2020","152.10","152.02","152.12","151.93","27.38K","0.05%"
"07/08/2020","152.03","151.87","152.03","151.81","21.54K","0.11%"
"07/07/2020","151.87","151.76","151.91","151.74","20.62K","0.08%"
"07/06/2020","151.75","151.95","151.97","151.74","14.99K","-0.14%"
"07/03/2020","151.96","151.76","151.98","151.73","24.44K","0.13%"
"07/02/2020","151.76","151.72","151.84","151.57","31.73K","0.01%"
"07/01/2020","151.74","151.97","152.00","151.69","26.44K","-0.14%"
"06/30/2020","151.95","152.11","152.12","151.94","21.18K","-0.12%"
"06/29/2020","152.14","152.16","152.22","152.12","13.27K","0.00%"
"06/26/2020","152.14","152.12","152.17","152.06","13.84K","0.03%"
"06/25/2020","152.10","152.10","152.18","152.07","18.22K","-0.01%"
"06/24/2020","152.12","152.16","152.17","152.07","13.62K","-0.03%"
"06/23/2020","152.17","152.15","152.25","152.12","15.92K","0.03%"
"06/22/2020","152.13","152.09","152.17","152.03","12.31K","0.04%"
"06/19/2020","152.07","152.10","152.13","152.02","15.26K","-0.03%"
"06/18/2020","152.12","152.05","152.20","151.98","22.67K","0.04%"
"06/17/2020","152.06","152.00","152.12","151.99","15.56K","0.04%"
"06/16/2020","152.00","152.25","152.25","151.95","20.96K","-0.18%"
"06/15/2020","152.27","152.22","152.34","152.14","2.95K","0.05%"
"06/12/2020","152.19","152.14","152.35","152.13","20.14K","0.01%"
"06/11/2020","152.17","151.93","152.21","151.93","40.60K","0.16%"
"06/10/2020","151.93","151.96","152.11","151.86","54.23K","-0.02%"
"06/09/2020","151.96","151.66","152.00","151.57","37.57K","0.20%"
"06/08/2020","151.65","151.56","151.74","151.26","31.13K","0.06%"
"06/05/2020","151.56","151.76","151.80","151.47","33.02K","-0.13%"
"06/04/2020","151.76","152.04","152.09","151.74","26.84K","-0.19%"
"06/03/2020","152.05","152.19","152.22","152.04","20.49K","-0.09%"
"06/02/2020","152.19","152.16","152.22","152.04","21.85K","0.01%"
"06/01/2020","152.17","152.19","152.26","152.13","17.13K","-0.02%"
"05/29/2020","152.20","152.27","152.32","152.17","20.12K","-0.07%"
"05/28/2020","152.30","152.31","152.38","152.20","16.54K","0.00%"
"05/27/2020","152.30","152.29","152.32","152.15","17.17K","-0.03%"
"05/26/2020","152.34","152.34","152.39","152.30","11.15K","0.01%"
"05/25/2020","152.33","152.43","152.45","152.32","10.98K","-0.07%"
"05/22/2020","152.44","152.37","152.47","152.31","14.00K","0.05%"
"05/21/2020","152.36","152.27","152.44","152.25","12.59K","0.06%"
"05/20/2020","152.27","152.23","152.36","152.20","12.72K","0.00%"
"05/19/2020","152.27","152.46","152.51","152.23","16.07K","-0.14%"
"05/18/2020","152.48","152.29","152.50","152.25","13.86K","0.12%"
"05/15/2020","152.29","152.31","152.43","152.22","15.25K","0.01%"
"05/14/2020","152.28","152.24","152.35","152.20","11.36K","0.03%"
"05/13/2020","152.24","152.29","152.38","152.22","9.76K","-0.05%"
"05/12/2020","152.31","152.19","152.35","152.15","16.03K","0.07%"
"05/11/2020","152.20","152.43","152.43","152.18","8.65K","-0.11%"
"05/08/2020","152.37","152.27","152.48","152.16","12.12K","0.07%"
"05/07/2020","152.27","152.60","152.65","152.25","11.89K","-0.09%"
"05/06/2020","152.41","152.38","152.48","152.33","","0.00%"
"05/05/2020","152.41","152.45","152.56","152.28","","-0.03%"
"05/04/2020","152.46","152.59","152.61","152.38","","-0.08%"
"05/03/2020","152.58","152.58","152.58","152.58","","-0.02%"
"05/01/2020","152.61","152.82","152.91","152.53","11.36K","-0.12%"
"04/30/2020","152.79","152.86","152.98","152.78","9.77K","-0.08%"
"04/29/2020","152.91","152.87","152.95","152.83","","0.05%"
"04/28/2020","152.84","152.83","153.02","152.78","10.36K","0.01%"
"04/27/2020","152.82","152.74","152.89","152.54","9.87K","0.07%"
"04/24/2020","152.71","152.33","152.83","152.29","14.61K","0.22%"
"04/23/2020","152.37","152.37","152.43","152.15","10.47K","-0.01%"
"04/22/2020","152.39","152.08","152.44","152.08","10.36K","0.19%"
"04/21/2020","152.10","152.16","152.28","152.04","11.45K","-0.05%"
"04/20/2020","152.17","152.19","152.22","151.99","7.10K","0.00%"
"04/17/2020","152.17","152.36","152.40","152.14","10.12K","-0.12%"
"04/16/2020","152.35","152.14","152.44","152.11","13.55K","0.14%"
"04/15/2020","152.13","152.26","152.30","152.00","8.78K","-0.06%"
"04/14/2020","152.22","152.27","152.30","152.12","7.26K","-0.03%"
"04/13/2020","152.26","152.34","152.45","152.26","5.34K","-0.06%"
"04/10/2020","152.35","152.18","152.37","152.04","7.14K","0.12%"
"04/09/2020","152.17","152.20","152.37","151.86","14.71K","0.01%"
"04/08/2020","152.16","152.20","152.22","151.89","12.89K","-0.04%"
"04/07/2020","152.22","152.20","152.47","152.01","13.67K","0.03%"
"04/06/2020","152.17","152.64","152.66","152.03","11.21K","-0.29%"
"04/03/2020","152.61","152.73","152.79","152.53","12.62K","-0.09%"
"04/02/2020","152.74","152.72","152.84","152.40","17.59K","0.01%"
"04/01/2020","152.72","152.55","152.97","152.48","14.15K","0.10%"
"03/31/2020","152.57","152.73","153.06","152.27","15.44K","-0.10%"
"03/30/2020","152.73","152.31","152.96","152.25","9.47K","0.26%"
"03/27/2020","152.34","152.61","152.90","152.27","14.21K","-0.18%"
"03/26/2020","152.61","151.94","152.71","151.59","17.99K","0.46%"
"03/25/2020","151.91","151.91","152.32","151.87","18.40K","-0.06%"
"03/24/2020","152.00","151.18","152.10","151.06","18.84K","0.58%"
"03/23/2020","151.12","150.70","151.86","150.69","27.60K","0.05%"
"03/20/2020","151.04","150.46","151.06","150.29","","0.22%"
"03/19/2020","150.71","151.79","151.89","150.61","32.95K","-0.69%"
"03/18/2020","151.75","152.59","152.65","151.65","28.52K","-0.53%"
"03/17/2020","152.56","152.77","153.06","152.26","23.79K","-0.21%"
"03/16/2020","152.88","153.24","153.50","151.52","31.24K","-0.03%"
"03/13/2020","152.92","154.02","154.16","152.67","2.56K","-0.41%"
"03/12/2020","153.55","154.56","154.65","153.49","25.40K","-0.69%"
"03/11/2020","154.62","154.44","154.83","154.19","73.14K","0.15%"
"03/10/2020","154.39","155.33","155.89","154.16","89.36K","-0.60%"
"03/09/2020","155.32","154.58","155.61","154.51","67.30K","0.44%"
"03/06/2020","154.64","153.92","154.78","153.90","54.15K","0.47%"
"03/05/2020","153.91","154.12","154.23","153.80","49.22K","-0.16%"
"03/04/2020","154.15","153.80","154.44","153.57","46.05K","0.25%"
"03/03/2020","153.76","153.87","153.87","153.38","54.44K","-0.08%"
"03/02/2020","153.88","154.08","154.38","153.76","57.45K","-0.12%"
"02/28/2020","154.07","153.68","154.09","153.57","49.44K","0.27%"
"02/27/2020","153.66","153.39","153.77","153.25","41.22K","0.19%"
"02/26/2020","153.37","153.45","153.69","153.36","41.26K","-0.07%"
"02/25/2020","153.48","152.91","153.51","152.68","37.31K","0.16%"
"02/24/2020","153.24","153.32","153.56","153.22","","-0.05%"
"02/23/2020","153.31","153.31","153.31","153.29","","0.27%"
"02/21/2020","152.90","152.61","152.94","152.55","32.55K","0.17%"
"02/20/2020","152.64","152.71","152.77","152.57","37.11K","-0.05%"
"02/19/2020","152.72","152.76","152.92","152.50","27.36K","-0.04%"
"02/18/2020","152.78","152.57","152.83","152.55","30.31K","0.13%"
"02/17/2020","152.58","152.50","152.63","152.45","16.45K","0.06%"
"02/14/2020","152.49","152.58","152.69","152.43","27.32K","-0.05%"
"02/13/2020","152.57","152.62","152.67","152.48","35.64K","-0.03%"
"02/12/2020","152.61","152.78","152.92","152.54","26.36K","-0.10%"
"02/11/2020","152.76","152.90","152.96","152.74","","-0.03%"
"02/10/2020","152.80","152.61","152.83","152.60","22.81K","0.11%"
"02/07/2020","152.63","152.43","152.70","152.40","31.21K","0.14%"
"02/06/2020","152.41","152.66","152.72","152.27","43.64K","-0.18%"
"02/05/2020","152.68","152.81","152.86","152.55","37.06K","-0.11%"
"02/04/2020","152.85","152.92","153.07","152.80","37.36K","-0.05%"
"02/03/2020","152.93","152.87","153.13","152.84","31.70K","0.05%"
"01/31/2020","152.86","152.77","152.94","152.72","32.79K","0.06%"
"01/30/2020","152.77","152.54","152.88","152.54","30.49K","0.16%"
"01/29/2020","152.53","152.53","152.70","152.44","28.27K","-0.01%"
"01/28/2020","152.54","152.59","152.69","152.52","29.27K","-0.04%"
"01/27/2020","152.60","152.33","152.70","152.27","25.95K","0.18%"
"01/24/2020","152.33","152.37","152.55","152.25","30.68K","-0.03%"
"01/23/2020","152.37","152.14","152.39","152.12","22.67K","0.16%"
"01/22/2020","152.12","152.15","152.23","152.07","21.61K","-0.01%"
"01/21/2020","152.14","151.96","152.19","151.91","25.93K","0.13%"
"01/20/2020","151.94","151.99","152.10","151.94","14.61K","-0.05%"
"01/17/2020","152.02","151.90","152.05","151.87","26.25K","0.07%"
"01/16/2020","151.91","151.85","152.05","151.83","19.87K","0.02%"
"01/15/2020","151.88","151.75","151.94","151.73","26.31K","0.08%"
"01/14/2020","151.76","152.01","152.15","151.76","23.27K","-0.11%"
"01/13/2020","151.93","152.01","152.01","151.93","","-0.05%"
"01/12/2020","152.00","152.00","152.00","152.00","","0.00%"
"01/10/2020","152.00","152.03","152.12","151.93","23.34K","-0.05%"
"01/09/2020","152.07","152.19","152.19","151.90","27.15K","-0.09%"
